AGE;EDUCATION;MARITAL_STATUS;OCCUPATION;RELATIONSHIP;RACE;GENDER;PROSPECT_ID;EMPLOYMENT;YEARS_EDUC;COUNTRY_OF_BIRTH;WORKWEEK_LENGTH;INV_LOSSES;INV_EARNINGS;RESPONSE;AMOUNT
41;HIGHSCHOOL;DIVORCED;SERVICEPROTECT;NOFAMILY;BLACK;FEMALE;7814715;BUSINESS;9;USA;40;0;0;;
38;COLLEGE;MARRIEDCIVSPO;MACHINEOPERINSP;HUSBAND;BLACK;MALE;7814727;BUSINESS;10;USA;40;0;0;;
33;HIGHSCHOOL;SEPARATED;REPAIRCRAFT;UNMARRIED;BLACK;MALE;7814757;BUSINESS;9;USA;40;0;0;;
57;ASSOVOCAT;MARRIEDCIVSPO;REPAIRCRAFT;HUSBAND;BLACK;MALE;7814868;BUSINESS;11;USA;40;0;0;;
30;COLLEGE;MARRIEDCIVSPO;MANAGEXECUTIVE;CHILDHAVE;BLACK;FEMALE;7814901;BUSINESS;10;USA;40;0;0;;
26;COLLEGE;NOMARRIAGE;SERVICEVARIOUS;NOFAMILY;OTHER;FEMALE;7814919;BUSINESS;10;USA;40;0;0;;
44;YEAR10;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;BLACK;MALE;7814965;BUSINESS;6;USA;40;0;0;;
31;YEAR10;MARRIEDCIVSPO;SERVICEVARIOUS;HUSBAND;BLACK;MALE;7814987;BUSINESS;6;USA;40;0;0;;
39;COLLEGE;NOMARRIAGE;SERVICEVARIOUS;CHILDHAVE;BLACK;FEMALE;7815008;BUSINESS;10;USA;40;0;0;;
38;HIGHSCHOOL;NOMARRIAGE;ADMINOFFICE;UNMARRIED;BLACK;FEMALE;7815016;BUSINESS;9;USA;40;0;0;;
34;HIGHSCHOOL;NOMARRIAGE;SERVICEVARIOUS;UNMARRIED;BLACK;FEMALE;7815069;BUSINESS;9;USA;40;0;0;;
42;COLLEGE;MARRIEDCIVSPO;ADMINOFFICE;WIFE;BLACK;FEMALE;7815155;BUSINESS;10;USA;40;0;0;;
22;ASSOVOCAT;NOMARRIAGE;REPAIRCRAFT;CHILDHAVE;BLACK;MALE;7815158;BUSINESS;11;USA;40;0;0;;
30;HIGHSCHOOL;NOMARRIAGE;REPAIRCRAFT;CHILDHAVE;BLACK;MALE;7815230;BUSINESS;9;USA;40;0;0;;
32;HIGHSCHOOL;MARRIEDCIVSPO;MACHINEOPERINSP;WIFE;AMERICANINDESK;FEMALE;7815279;BUSINESS;9;USA;40;0;0;;
48;YEAR11;DIVORCED;SERVICEVARIOUS;UNMARRIED;BLACK;FEMALE;7815363;BUSINESS;7;USA;40;0;0;;
44;HIGHSCHOOL;DIVORCED;MACHINEOPERINSP;NOFAMILY;BLACK;FEMALE;7815448;BUSINESS;9;USA;40;0;0;;
27;YEAR10;NOMARRIAGE;FISHFARM;NOFAMILY;BLACK;MALE;7815460;BUSINESS;6;USA;40;0;0;;
45;HIGHSCHOOL;MARRIEDABSSPO;ADMINOFFICE;UNMARRIED;BLACK;FEMALE;7815490;BUSINESS;9;USA;40;0;0;;
28;BACHELOR;NOMARRIAGE;SPECIALISTPROFF;CHILDHAVE;ASIANPACIFISLAND;MALE;7815611;BUSINESS;13;USA;40;0;0;;
55;HIGHSCHOOL;MARRIEDCIVSPO;SERVICEVARIOUS;WIFE;BLACK;FEMALE;7815616;BUSINESS;9;USA;40;0;0;;
41;COLLEGE;NOMARRIAGE;ADMINOFFICE;NOFAMILY;BLACK;FEMALE;7815635;BUSINESS;10;USA;40;0;0;;
24;COLLEGE;NOMARRIAGE;CLEANINGHANDLING;CHILDHAVE;BLACK;MALE;7815722;BUSINESS;10;USA;40;0;0;;
50;HIGHSCHOOL;MARRIEDCIVSPO;REPAIRCRAFT;HUSBAND;BLACK;MALE;7815723;BUSINESS;9;USA;40;0;0;;
38;COLLEGE;DIVORCED;SERVICEVARIOUS;UNMARRIED;BLACK;FEMALE;7815752;BUSINESS;10;USA;40;0;0;;
30;HIGHSCHOOL;NOMARRIAGE;REPAIRCRAFT;NOFAMILY;BLACK;MALE;7815823;BUSINESS;9;USA;40;0;0;;
28;COLLEGE;NOMARRIAGE;CLEANINGHANDLING;NOFAMILY;BLACK;MALE;7815842;BUSINESS;10;USA;40;0;0;;
43;COLLEGE;NOMARRIAGE;LOGISTICSTRANSP;UNMARRIED;BLACK;FEMALE;7815866;BUSINESS;10;USA;40;0;0;;
36;YEAR11;DIVORCED;REPAIRCRAFT;NOFAMILY;BLACK;MALE;7815938;BUSINESS;7;USA;40;0;0;;
44;YEAR10;NOMARRIAGE;MACHINEOPERINSP;NOFAMILY;BLACK;MALE;7815975;BUSINESS;6;USA;40;0;0;;
40;HIGHSCHOOL;MARRIEDCIVSPO;SPECIALISTPROFF;WIFE;BLACK;FEMALE;7815981;BUSINESS;9;USA;40;0;0;;
27;ASSOACAD;SEPARATED;REPAIRCRAFT;NOFAMILY;OTHER;FEMALE;7816010;BUSINESS;12;USA;40;0;0;;
40;HIGHSCHOOL;NOMARRIAGE;SALES;UNMARRIED;BLACK;FEMALE;7816019;BUSINESS;9;USA;40;0;0;;
62;YEARS78;WIDOWED;FISHFARM;NOFAMILY;BLACK;MALE;7816028;BUSINESS;4;USA;40;0;0;;
56;HIGHSCHOOL;MARRIEDCIVSPO;SERVICEVARIOUS;HUSBAND;BLACK;MALE;7816044;BUSINESS;9;USA;40;0;0;;
35;HIGHSCHOOL;SEPARATED;SERVICEVARIOUS;NOFAMILY;BLACK;MALE;7816095;BUSINESS;9;USA;40;0;0;;
35;HIGHSCHOOL;MARRIEDCIVSPO;REPAIRCRAFT;RELATOTHER;AMERICANINDESK;MALE;7816110;BUSINESS;9;USA;40;0;0;;
44;HIGHSCHOOL;MARRIEDCIVSPO;REPAIRCRAFT;HUSBAND;BLACK;MALE;7816133;BUSINESS;9;USA;40;0;0;;
48;COLLEGE;DIVORCED;ADMINOFFICE;UNMARRIED;BLACK;FEMALE;7816170;BUSINESS;10;USA;40;0;0;;
53;BACHELOR;MARRIEDCIVSPO;REPAIRCRAFT;HUSBAND;ASIANPACIFISLAND;MALE;7816184;BUSINESS;13;USA;40;0;0;;
24;HIGHSCHOOL;NOMARRIAGE;CLEANINGHANDLING;CHILDHAVE;BLACK;MALE;7816210;BUSINESS;9;USA;40;0;0;;
26;HIGHSCHOOL;SEPARATED;REPAIRCRAFT;NOFAMILY;BLACK;MALE;7816229;BUSINESS;9;USA;40;0;0;;
32;COLLEGE;NOMARRIAGE;ADMINOFFICE;UNMARRIED;BLACK;FEMALE;7816265;BUSINESS;10;USA;40;0;0;;
39;HIGHSCHOOL;SEPARATED;SERVICEPROTECT;NOFAMILY;BLACK;MALE;7816300;BUSINESS;9;USA;40;0;0;;
40;COLLEGE;NOMARRIAGE;SERVICEVARIOUS;UNMARRIED;BLACK;FEMALE;7816308;BUSINESS;10;USA;40;0;0;;
60;HIGHSCHOOL;DIVORCED;SERVICEVARIOUS;NOFAMILY;BLACK;FEMALE;7816332;BUSINESS;9;USA;40;0;0;;
63;HIGHSCHOOL;WIDOWED;REPAIRCRAFT;UNMARRIED;BLACK;FEMALE;7816348;BUSINESS;9;USA;40;0;0;;
30;HIGHSCHOOL;MARRIEDCIVSPO;ADMINOFFICE;WIFE;BLACK;FEMALE;7816350;BUSINESS;9;USA;40;0;0;;
38;COLLEGE;NOMARRIAGE;SUPPORTTECHNIC;CHILDHAVE;BLACK;FEMALE;7816367;BUSINESS;10;USA;40;0;0;;
54;COLLEGE;NOMARRIAGE;MANAGEXECUTIVE;NOFAMILY;BLACK;FEMALE;7816412;BUSINESS;10;USA;40;0;0;;
44;COLLEGE;NOMARRIAGE;ADMINOFFICE;UNMARRIED;BLACK;FEMALE;7816451;BUSINESS;10;USA;40;0;0;;
33;HIGHSCHOOL;NOMARRIAGE;MACHINEOPERINSP;UNMARRIED;BLACK;FEMALE;7816464;BUSINESS;9;USA;40;0;0;;
59;COLLEGE;DIVORCED;SERVICEVARIOUS;UNMARRIED;BLACK;FEMALE;7816469;BUSINESS;10;USA;40;0;0;;
32;COLLEGE;SEPARATED;SERVICEVARIOUS;UNMARRIED;BLACK;FEMALE;7816472;BUSINESS;10;USA;40;0;0;;
51;HIGHSCHOOL;WIDOWED;SPECIALISTPROFF;UNMARRIED;BLACK;FEMALE;7816529;BUSINESS;9;USA;40;0;0;;
44;ASSOACAD;MARRIEDCIVSPO;SUPPORTTECHNIC;HUSBAND;ASIANPACIFISLAND;MALE;7816543;BUSINESS;12;USA;40;0;0;;
31;COLLEGE;DIVORCED;SALES;UNMARRIED;AMERICANINDESK;FEMALE;7816571;BUSINESS;10;USA;40;0;0;;
44;COLLEGE;MARRIEDCIVSPO;SALES;HUSBAND;AMERICANINDESK;MALE;7816585;BUSINESS;10;USA;40;0;0;;
48;HIGHSCHOOL;DIVORCED;SPECIALISTPROFF;UNMARRIED;AMERICANINDESK;FEMALE;7816602;BUSINESS;9;USA;40;0;0;;
60;HIGHSCHOOL;SEPARATED;REPAIRCRAFT;UNMARRIED;AMERICANINDESK;FEMALE;7816625;BUSINESS;9;USA;40;0;0;;
34;COLLEGE;NOMARRIAGE;MANAGEXECUTIVE;NOFAMILY;BLACK;FEMALE;7816688;BUSINESS;10;USA;40;0;0;;
49;BACHELOR;DIVORCED;SALES;NOFAMILY;BLACK;MALE;7816692;BUSINESS;13;USA;40;0;0;;
22;COLLEGE;MARRIEDCIVSPO;SALES;WIFE;AMERICANINDESK;FEMALE;7816723;BUSINESS;10;USA;40;0;0;;
27;BACHELOR;NOMARRIAGE;SPECIALISTPROFF;CHILDHAVE;ASIANPACIFISLAND;FEMALE;7816747;BUSINESS;13;USA;40;0;0;;
46;ASSOVOCAT;WIDOWED;ADMINOFFICE;NOFAMILY;ASIANPACIFISLAND;FEMALE;7816803;BUSINESS;11;USA;40;0;0;;
25;HIGHSCHOOL;NOMARRIAGE;LOGISTICSTRANSP;UNMARRIED;BLACK;MALE;7816807;BUSINESS;9;USA;40;0;0;;
41;ASSOACAD;NOMARRIAGE;SUPPORTTECHNIC;NOFAMILY;BLACK;MALE;7816818;BUSINESS;12;USA;40;0;0;;
30;HIGHSCHOOL;MARRIEDCIVSPO;MACHINEOPERINSP;HUSBAND;BLACK;MALE;7816840;BUSINESS;9;USA;40;0;0;;
58;COLLEGE;NOMARRIAGE;CLEANINGHANDLING;CHILDHAVE;BLACK;MALE;7816855;BUSINESS;10;USA;40;0;0;;
52;YEAR10;SEPARATED;ADMINOFFICE;UNMARRIED;BLACK;FEMALE;7816862;BUSINESS;6;USA;40;0;0;;
61;ASSOVOCAT;WIDOWED;MANAGEXECUTIVE;UNMARRIED;ASIANPACIFISLAND;FEMALE;7816874;BUSINESS;11;USA;40;0;0;;
44;HIGHSCHOOL;SEPARATED;SERVICEVARIOUS;NOFAMILY;BLACK;FEMALE;7816881;BUSINESS;9;USA;40;0;0;;
43;YEAR9;SEPARATED;REPAIRCRAFT;UNMARRIED;BLACK;MALE;7816888;BUSINESS;5;USA;40;0;0;;
60;ASSOVOCAT;NOMARRIAGE;REPAIRCRAFT;NOFAMILY;ASIANPACIFISLAND;MALE;7816976;BUSINESS;11;USA;40;0;0;;
32;BACHELOR;MARRIEDCIVSPO;SUPPORTTECHNIC;HUSBAND;ASIANPACIFISLAND;MALE;7816978;BUSINESS;13;USA;40;0;0;;
47;HIGHSCHOOL;MARRIEDCIVSPO;REPAIRCRAFT;HUSBAND;BLACK;MALE;7816995;BUSINESS;9;USA;40;0;0;;
36;HIGHSCHOOL;NOMARRIAGE;SERVICEVARIOUS;UNMARRIED;BLACK;FEMALE;7817001;BUSINESS;9;USA;40;0;0;;
31;COLLEGE;SEPARATED;ADMINOFFICE;UNMARRIED;BLACK;FEMALE;7817006;BUSINESS;10;USA;40;0;0;;
34;HIGHSCHOOL;NOMARRIAGE;REPAIRCRAFT;CHILDHAVE;ASIANPACIFISLAND;MALE;7817021;BUSINESS;9;USA;40;0;0;;
18;YEAR9;NOMARRIAGE;SERVICEVARIOUS;CHILDHAVE;BLACK;FEMALE;7817057;BUSINESS;5;USA;40;0;0;;
55;YEAR10;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;BLACK;MALE;7817071;BUSINESS;6;USA;40;0;0;;
44;HIGHSCHOOL;MARRIEDCIVSPO;ADMINOFFICE;HUSBAND;BLACK;MALE;7817087;BUSINESS;9;USA;40;0;0;;
27;HIGHSCHOOL;NOMARRIAGE;SERVICEVARIOUS;RELATOTHER;BLACK;FEMALE;7817098;BUSINESS;9;USA;40;0;0;;
45;COLLEGE;NOMARRIAGE;ADMINOFFICE;NOFAMILY;BLACK;FEMALE;7817137;BUSINESS;10;USA;40;0;0;;
25;BACHELOR;NOMARRIAGE;MANAGEXECUTIVE;CHILDHAVE;BLACK;FEMALE;7817138;BUSINESS;13;USA;40;0;0;;
43;COLLEGE;DIVORCED;ADMINOFFICE;NOFAMILY;BLACK;FEMALE;7817171;BUSINESS;10;USA;40;0;0;;
23;YEAR12;NOMARRIAGE;CLEANINGHANDLING;CHILDHAVE;AMERICANINDESK;MALE;7817202;BUSINESS;8;USA;40;0;0;;
38;BACHELOR;SEPARATED;MANAGEXECUTIVE;UNMARRIED;BLACK;FEMALE;7817204;BUSINESS;13;USA;40;0;0;;
54;HIGHSCHOOL;DIVORCED;MANAGEXECUTIVE;NOFAMILY;BLACK;FEMALE;7817231;BUSINESS;9;USA;40;0;0;;
26;HIGHSCHOOL;SEPARATED;SERVICEPROTECT;CHILDHAVE;BLACK;MALE;7817234;BUSINESS;9;USA;40;0;0;;
32;COLLEGE;MARRIEDCIVSPO;ADMINOFFICE;WIFE;BLACK;FEMALE;7817256;BUSINESS;10;USA;40;0;0;;
54;ASSOVOCAT;DIVORCED;SUPPORTTECHNIC;NOFAMILY;BLACK;MALE;7817305;BUSINESS;11;USA;40;0;0;;
26;ASSOVOCAT;NOMARRIAGE;REPAIRCRAFT;UNMARRIED;AMERICANINDESK;MALE;7817312;BUSINESS;11;USA;40;0;0;;
28;COLLEGE;NOMARRIAGE;REPAIRCRAFT;NOFAMILY;BLACK;MALE;7817346;BUSINESS;10;USA;40;0;0;;
38;BACHELOR;NOMARRIAGE;SPECIALISTPROFF;NOFAMILY;BLACK;FEMALE;7817397;BUSINESS;13;USA;40;0;0;;
63;HIGHSCHOOL;NOMARRIAGE;CLEANINGHANDLING;RELATOTHER;BLACK;FEMALE;7817430;BUSINESS;9;USA;40;0;0;;
27;HIGHSCHOOL;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;OTHER;MALE;7817453;BUSINESS;9;USA;40;0;0;;
47;HIGHSCHOOL;MARRIEDCIVSPO;SUPPORTTECHNIC;HUSBAND;BLACK;MALE;7817461;BUSINESS;9;USA;40;0;0;;
48;YEAR12;NOMARRIAGE;ADMINOFFICE;RELATOTHER;BLACK;FEMALE;7817489;BUSINESS;8;USA;40;0;0;;
39;HIGHSCHOOL;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;BLACK;MALE;7817497;BUSINESS;9;USA;40;0;0;;
43;ASSOVOCAT;DIVORCED;MANAGEXECUTIVE;CHILDHAVE;AMERICANINDESK;FEMALE;7817598;BUSINESS;11;USA;40;0;0;;
34;COLLEGE;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;BLACK;MALE;7817605;BUSINESS;10;USA;40;0;0;;
36;HIGHSCHOOL;WIDOWED;SERVICEVARIOUS;UNMARRIED;BLACK;MALE;7817688;BUSINESS;9;USA;40;0;0;;
37;HIGHSCHOOL;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;AMERICANINDESK;MALE;7817711;BUSINESS;9;USA;40;0;0;;
23;HIGHSCHOOL;NOMARRIAGE;SALES;CHILDHAVE;BLACK;FEMALE;7817720;BUSINESS;9;USA;40;0;0;;
47;YEAR10;DIVORCED;MACHINEOPERINSP;UNMARRIED;BLACK;MALE;7817736;BUSINESS;6;USA;40;0;0;;
29;HIGHSCHOOL;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;AMERICANINDESK;MALE;7817751;BUSINESS;9;USA;40;0;0;;
22;COLLEGE;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;BLACK;MALE;7817793;BUSINESS;10;USA;40;0;0;;
35;COLLEGE;MARRIEDCIVSPO;SUPPORTTECHNIC;HUSBAND;BLACK;MALE;7817844;BUSINESS;10;USA;40;0;0;;
24;COLLEGE;DIVORCED;SALES;CHILDHAVE;BLACK;FEMALE;7817912;BUSINESS;10;USA;40;0;0;;
36;COLLEGE;MARRIEDABSSPO;ADMINOFFICE;NOFAMILY;BLACK;FEMALE;7817950;BUSINESS;10;USA;40;0;0;;
51;HIGHSCHOOL;MARRIEDCIVSPO;SALES;WIFE;BLACK;FEMALE;7817959;BUSINESS;9;USA;40;0;0;;
42;COLLEGE;MARRIEDCIVSPO;REPAIRCRAFT;HUSBAND;BLACK;MALE;7818006;BUSINESS;10;USA;40;0;0;;
46;HIGHSCHOOL;MARRIEDCIVSPO;MACHINEOPERINSP;HUSBAND;BLACK;MALE;7818040;BUSINESS;9;USA;40;0;0;;
51;HIGHSCHOOL;DIVORCED;ADMINOFFICE;NOFAMILY;BLACK;MALE;7818059;BUSINESS;9;USA;40;0;0;;
25;HIGHSCHOOL;NOMARRIAGE;CLEANINGHANDLING;CHILDHAVE;BLACK;MALE;7818084;BUSINESS;9;USA;40;0;0;;
35;HIGHSCHOOL;MARRIEDCIVSPO;MANAGEXECUTIVE;WIFE;BLACK;FEMALE;7818116;BUSINESS;9;USA;40;0;0;;
39;COLLEGE;DIVORCED;ADMINOFFICE;UNMARRIED;BLACK;FEMALE;7818129;BUSINESS;10;USA;40;0;0;;
51;BACHELOR;SEPARATED;SPECIALISTPROFF;CHILDHAVE;OTHER;FEMALE;7818135;BUSINESS;13;USA;40;0;0;;
50;HIGHSCHOOL;SEPARATED;SPECIALISTPROFF;UNMARRIED;BLACK;FEMALE;7818138;BUSINESS;9;USA;40;0;0;;
22;COLLEGE;NOMARRIAGE;ADMINOFFICE;NOFAMILY;OTHER;FEMALE;7818143;BUSINESS;10;USA;40;0;0;;
29;BACHELOR;MARRIEDABSSPO;SUPPORTTECHNIC;UNMARRIED;BLACK;FEMALE;7818168;BUSINESS;13;USA;40;0;0;;
36;HIGHSCHOOL;SEPARATED;SERVICEVARIOUS;NOFAMILY;BLACK;MALE;7818213;BUSINESS;9;USA;40;0;0;;
27;HIGHSCHOOL;NOMARRIAGE;REPAIRCRAFT;UNMARRIED;BLACK;FEMALE;7818274;BUSINESS;9;USA;40;0;0;;
64;HIGHSCHOOL;MARRIEDCIVSPO;ADMINOFFICE;HUSBAND;BLACK;MALE;7818318;BUSINESS;9;USA;40;0;0;;
52;ASSOVOCAT;WIDOWED;SPECIALISTPROFF;UNMARRIED;ASIANPACIFISLAND;FEMALE;7818332;BUSINESS;11;USA;40;0;0;;
31;HIGHSCHOOL;NOMARRIAGE;MANAGEXECUTIVE;NOFAMILY;BLACK;MALE;7818341;BUSINESS;9;USA;40;0;0;;
23;HIGHSCHOOL;MARRIEDCIVSPO;SERVICEVARIOUS;CHILDHAVE;BLACK;MALE;7818376;BUSINESS;9;USA;40;0;0;;
26;COLLEGE;MARRIEDCIVSPO;MANAGEXECUTIVE;WIFE;BLACK;FEMALE;7818396;BUSINESS;10;USA;40;0;0;;
52;HIGHSCHOOL;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;BLACK;MALE;7818403;BUSINESS;9;USA;40;0;0;;
40;HIGHSCHOOL;SEPARATED;CLEANINGHANDLING;NOFAMILY;BLACK;MALE;7818407;BUSINESS;9;USA;40;0;0;;
40;COLLEGE;DIVORCED;REPAIRCRAFT;UNMARRIED;BLACK;MALE;7818423;BUSINESS;10;USA;40;0;0;;
43;COLLEGE;WIDOWED;MANAGEXECUTIVE;NOFAMILY;AMERICANINDESK;FEMALE;7818456;BUSINESS;10;USA;40;0;0;;
34;BACHELOR;MARRIEDCIVSPO;SPECIALISTPROFF;HUSBAND;BLACK;MALE;7818481;BUSINESS;13;USA;40;0;0;;
29;HIGHSCHOOL;MARRIEDCIVSPO;ADMINOFFICE;HUSBAND;BLACK;MALE;7818486;BUSINESS;9;USA;40;0;0;;
34;COLLEGE;NOMARRIAGE;REPAIRCRAFT;NOFAMILY;BLACK;MALE;7818510;BUSINESS;10;USA;40;0;0;;
43;YEARS78;MARRIEDCIVSPO;REPAIRCRAFT;HUSBAND;OTHER;MALE;7818539;BUSINESS;4;USA;40;0;0;;
33;ASSOVOCAT;DIVORCED;SERVICEVARIOUS;UNMARRIED;BLACK;FEMALE;7818561;BUSINESS;11;USA;40;0;0;;
62;ASSOVOCAT;MARRIEDCIVSPO;REPAIRCRAFT;HUSBAND;ASIANPACIFISLAND;MALE;7818562;BUSINESS;11;USA;40;0;0;;
33;MASTER;NOMARRIAGE;SALES;CHILDHAVE;BLACK;MALE;7818619;BUSINESS;14;USA;40;0;0;;
42;HIGHSCHOOL;DIVORCED;SERVHOUSEPRIV;RELATOTHER;BLACK;FEMALE;7818676;BUSINESS;9;USA;40;0;0;;
29;COLLEGE;SEPARATED;CLEANINGHANDLING;NOFAMILY;BLACK;MALE;7818700;BUSINESS;10;USA;40;0;0;;
31;HIGHSCHOOL;NOMARRIAGE;LOGISTICSTRANSP;CHILDHAVE;BLACK;MALE;7818710;BUSINESS;9;USA;40;0;0;;
37;COLLEGE;SEPARATED;SERVICEVARIOUS;RELATOTHER;BLACK;FEMALE;7818732;BUSINESS;10;USA;40;0;0;;
46;HIGHSCHOOL;SEPARATED;MACHINEOPERINSP;UNMARRIED;BLACK;FEMALE;7818759;BUSINESS;9;USA;40;0;0;;
51;YEAR10;MARRIEDCIVSPO;SERVICEVARIOUS;HUSBAND;BLACK;MALE;7818782;BUSINESS;6;USA;40;0;0;;
29;COLLEGE;NOMARRIAGE;SALES;CHILDHAVE;BLACK;MALE;7818798;BUSINESS;10;USA;40;0;0;;
25;BACHELOR;NOMARRIAGE;SALES;CHILDHAVE;BLACK;MALE;7818843;BUSINESS;13;USA;40;0;0;;
36;ASSOVOCAT;NOMARRIAGE;REPAIRCRAFT;CHILDHAVE;BLACK;MALE;7818856;BUSINESS;11;USA;40;0;0;;
34;YEAR11;NOMARRIAGE;CLEANINGHANDLING;CHILDHAVE;BLACK;MALE;7818857;BUSINESS;7;USA;40;0;0;;
41;YEAR10;NOMARRIAGE;SERVICEVARIOUS;UNMARRIED;BLACK;FEMALE;7818873;BUSINESS;6;USA;40;0;0;;
64;YEAR10;SEPARATED;MACHINEOPERINSP;NOFAMILY;BLACK;MALE;7818897;BUSINESS;6;USA;40;0;0;;
24;COLLEGE;NOMARRIAGE;SERVICEPROTECT;CHILDHAVE;BLACK;FEMALE;7818927;BUSINESS;10;USA;40;0;0;;
29;HIGHSCHOOL;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;BLACK;MALE;7818948;BUSINESS;9;USA;40;0;0;;
62;HIGHSCHOOL;NOMARRIAGE;MACHINEOPERINSP;NOFAMILY;BLACK;FEMALE;7818959;BUSINESS;9;USA;40;0;0;;
21;HIGHSCHOOL;NOMARRIAGE;SERVICEVARIOUS;NOFAMILY;BLACK;FEMALE;7818963;BUSINESS;9;USA;40;0;0;;
52;HIGHSCHOOL;NOMARRIAGE;REPAIRCRAFT;NOFAMILY;BLACK;MALE;7818965;BUSINESS;9;USA;40;0;0;;
52;HIGHSCHOOL;MARRIEDCIVSPO;MACHINEOPERINSP;HUSBAND;BLACK;MALE;7818995;BUSINESS;9;USA;40;0;0;;
36;HIGHSCHOOL;MARRIEDCIVSPO;LOGISTICSTRANSP;WIFE;BLACK;FEMALE;7819009;BUSINESS;9;USA;40;0;0;;
29;HIGHSCHOOL;MARRIEDCIVSPO;SERVICEVARIOUS;HUSBAND;OTHER;MALE;7819015;BUSINESS;9;USA;40;0;0;;
29;HIGHSCHOOL;MARRIEDCIVSPO;MACHINEOPERINSP;HUSBAND;BLACK;MALE;7819090;BUSINESS;9;USA;40;0;0;;
20;YEAR11;NOMARRIAGE;SERVICEVARIOUS;NOFAMILY;BLACK;MALE;7819110;BUSINESS;7;USA;40;0;0;;
52;YEAR11;WIDOWED;CLEANINGHANDLING;UNMARRIED;BLACK;FEMALE;7819130;BUSINESS;7;USA;40;0;0;;
30;HIGHSCHOOL;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;BLACK;MALE;7819161;BUSINESS;9;USA;40;0;0;;
26;ASSOVOCAT;NOMARRIAGE;SERVICEVARIOUS;UNMARRIED;AMERICANINDESK;FEMALE;7819178;BUSINESS;11;USA;40;0;0;;
36;ASSOVOCAT;DIVORCED;SPECIALISTPROFF;CHILDHAVE;BLACK;MALE;7819179;BUSINESS;11;USA;40;0;0;;
45;HIGHSCHOOL;DIVORCED;ADMINOFFICE;UNMARRIED;BLACK;FEMALE;7819183;BUSINESS;9;USA;40;0;0;;
28;HIGHSCHOOL;MARRIEDCIVSPO;SPECIALISTPROFF;WIFE;BLACK;FEMALE;7819240;BUSINESS;9;USA;40;0;0;;
29;ASSOVOCAT;NOMARRIAGE;SUPPORTTECHNIC;NOFAMILY;BLACK;FEMALE;7819241;BUSINESS;11;USA;40;0;0;;
50;HIGHSCHOOL;MARRIEDCIVSPO;SERVICEVARIOUS;HUSBAND;BLACK;MALE;7819244;BUSINESS;9;USA;40;0;0;;
38;MASTER;NOMARRIAGE;MANAGEXECUTIVE;NOFAMILY;BLACK;FEMALE;7819327;BUSINESS;14;USA;40;0;0;;
42;YEAR12;DIVORCED;MACHINEOPERINSP;NOFAMILY;BLACK;FEMALE;7819341;BUSINESS;8;USA;40;0;0;;
29;HIGHSCHOOL;DIVORCED;SUPPORTTECHNIC;CHILDHAVE;ASIANPACIFISLAND;FEMALE;7819359;BUSINESS;9;USA;40;0;0;;
41;COLLEGE;DIVORCED;MACHINEOPERINSP;UNMARRIED;BLACK;FEMALE;7819412;BUSINESS;10;USA;40;0;0;;
42;COLLEGE;DIVORCED;ADMINOFFICE;CHILDHAVE;BLACK;FEMALE;7819437;BUSINESS;10;USA;40;0;0;;
37;BACHELOR;DIVORCED;SPECIALISTPROFF;UNMARRIED;WHITE;FEMALE;7819440;PUBLICSTA;13;USA;40;0;0;;
40;ASSOACAD;NOMARRIAGE;SPECIALISTPROFF;NOFAMILY;WHITE;MALE;7819461;PUBLICFED;12;USA;40;0;0;;
22;YEAR9;NOMARRIAGE;SERVICEVARIOUS;CHILDHAVE;AMERICANINDESK;MALE;7819466;BUSINESS;5;USA;40;0;0;;
28;BACHELOR;DIVORCED;CLEANINGHANDLING;CHILDHAVE;BLACK;MALE;7819491;BUSINESS;13;USA;40;0;0;;
36;BACHELOR;NOMARRIAGE;SALES;CHILDHAVE;BLACK;FEMALE;7819495;BUSINESS;13;USA;40;0;0;;
48;HIGHSCHOOL;MARRIEDCIVSPO;SPECIALISTPROFF;WIFE;BLACK;FEMALE;7819504;PUBLICFED;9;USA;40;0;0;;
28;HIGHSCHOOL;NOMARRIAGE;ADMINOFFICE;CHILDHAVE;BLACK;FEMALE;7819512;BUSINESS;9;USA;40;0;0;;
36;COLLEGE;NOMARRIAGE;MACHINEOPERINSP;RELATOTHER;AMERICANINDESK;MALE;7819532;BUSINESS;10;USA;40;0;0;;
51;HIGHSCHOOL;SEPARATED;REPAIRCRAFT;NOFAMILY;BLACK;MALE;7819608;BUSINESS;9;USA;40;0;0;;
36;YEAR9;NOMARRIAGE;CLEANINGHANDLING;NOFAMILY;BLACK;MALE;7819612;BUSINESS;5;USA;40;0;0;;
